Report Number,Sample Id,Project Name,Brand NickName,Lab Name,Lab Number,Matrix Type,Sampled DateTime,Received Date,Prep date/time,DateTime Test Started,CAS Number,Analyte Description,Result,Unit of Measure,Qualifier,Dilution Factor,Quantitation Limit,Method,QC Batch No
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,108-88-3,Toluene,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,87-61-6,123-Trichlorobenzene,<0.003,mg/Kg - dry,,1,0.003,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,120-82-1,124-Trichlorobenzene,<0.003,mg/Kg - dry,,1,0.003,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,120-82-1,124-Trichlorobenzene,<0.145,mg/Kg - dry,,10,0.145,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,71-55-6,111-Trichloroethane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,79-00-5,112-Trichloroethane,<0.0006,mg/Kg - dry,,1,0.0006,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,79-01-6,Trichloroethene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,75-69-4,Trichlorofluoromethane,<0.003,mg/Kg - dry,,1,0.003,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,95-95-4,245-Trichlorophenol,<0.141,mg/Kg - dry,,10,0.141,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,88-06-2,246-Trichlorophenol,<0.145,mg/Kg - dry,,10,0.145,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,96-18-4,123-Trichloropropane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,108-67-8,135-Trimethylbenzene,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,108-05-4,Vinyl Acetate,<0.0008,mg/Kg - dry,,1,0.0008,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,75-01-4,Vinyl Chloride,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,95-47-6,o-Xylene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,179601-23-1,mp-Xylene,<0.004,mg/Kg - dry,,1,0.004,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,1330-20-7,Xylene (Total),<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 04:37 pm,Moisture,Moisture,18.8,%,,1,,SW-DRYWT,V66686
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/26/2026 01:17 pm,18540-29-9,Chromium Hexavalent,0.243,mg/Kg - dry,J,1,0.173,SW-7199,W7114
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/25/2026 01:39 pm,7440-38-2,Arsenic,2.72,mg/Kg - dry,J,5,1.54,SW-6010D,W6964
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/25/2026 01:39 pm,7440-39-3,Barium,94.1,mg/Kg - dry,,5,0.923,SW-6010D,W6964
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/25/2026 01:39 pm,7440-43-9,Cadmium,<0.308,mg/Kg - dry,,5,0.308,SW-6010D,W6964
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/25/2026 01:39 pm,7440-47-3,Chromium,54.3,mg/Kg - dry,,5,1.54,SW-6010D,W6964
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/25/2026 01:39 pm,7439-92-1,Lead,56.7,mg/Kg - dry,,5,1.23,SW-6010D,W6964
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/25/2026 03:55 pm,7439-97-6,Mercury (Total),0.0714,mg/Kg - dry,J,1,0.0248,SW-7471B,W6981
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/25/2026 01:39 pm,7782-49-2,Selenium,<2.16,mg/Kg - dry,,5,2.16,SW-6010D,W6964
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/25/2026 01:39 pm,7440-22-4,Silver,<1.23,mg/Kg - dry,,5,1.23,SW-6010D,W6964
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/24/2026 06:56 pm,83-32-9,Acenaphthene,<0.018,mg/Kg - dry,,1,0.018,SW-8270E,W6783
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/24/2026 06:56 pm,208-96-8,Acenaphthylene,<0.013,mg/Kg - dry,,1,0.013,SW-8270E,W6783
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,67-64-1,Acetone,0.038,mg/Kg - dry,,1,0.010,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,107-02-8,Acrolein,<0.008,mg/Kg - dry,,1,0.008,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,107-13-1,Acrylonitrile,<0.003,mg/Kg - dry,,1,0.003,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/24/2026 06:56 pm,62-53-3,Aniline,<0.024,mg/Kg - dry,,1,0.024,SW-8270E,W6783
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/24/2026 06:56 pm,120-12-7,Anthracene,0.033,mg/Kg - dry,J,1,0.016,SW-8270E,W6783
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,71-43-2,Benzene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/24/2026 06:56 pm,56-55-3,Benzo(a)anthracene,0.070,mg/Kg - dry,J,1,0.015,SW-8270E,W6783
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/24/2026 06:56 pm,50-32-8,Benzo(a)pyrene,0.068,mg/Kg - dry,J,1,0.025,SW-8270E,W6783
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/24/2026 06:56 pm,205-99-2,Benzo(b)fluoranthene,0.101,mg/Kg - dry,,1,0.022,SW-8270E,W6783
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/24/2026 06:56 pm,191-24-2,Benzo(ghi)perylene,0.071,mg/Kg - dry,J,1,0.030,SW-8270E,W6783
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/24/2026 06:56 pm,207-08-9,Benzo(k)fluoranthene,0.033,mg/Kg - dry,J,1,0.020,SW-8270E,W6783
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/24/2026 06:56 pm,65-85-0,Benzoic Acid,<0.359,mg/Kg - dry,,1,0.359,SW-8270E,W6783
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/24/2026 06:56 pm,100-51-6,Benzyl alcohol,<0.044,mg/Kg - dry,,1,0.044,SW-8270E,W6783
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/24/2026 06:56 pm,111-91-1,Bis(2-Chloroethoxy)methane,<0.015,mg/Kg - dry,,1,0.015,SW-8270E,W6783
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/24/2026 06:56 pm,111-44-4,Bis(2-Chloroethyl)ether,<0.014,mg/Kg - dry,,1,0.014,SW-8270E,W6783
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/24/2026 06:56 pm,108-60-1,Bis(2-Chloroisopropyl)ether,<0.023,mg/Kg - dry,,1,0.023,SW-8270E,W6783
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/24/2026 06:56 pm,117-81-7,Bis(2-ethylhexyl)phthalate,<0.020,mg/Kg - dry,,1,0.020,SW-8270E,W6783
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,108-86-1,Bromobenzene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,74-97-5,Bromochloromethane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,75-27-4,Bromodichloromethane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,75-25-2,Bromoform,<0.0009,mg/Kg - dry,,1,0.0009,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,74-83-9,Bromomethane,<0.003,mg/Kg - dry,,1,0.003,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/24/2026 06:56 pm,101-55-3,4-Bromophenyl phenyl ether,<0.017,mg/Kg - dry,,1,0.017,SW-8270E,W6783
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/24/2026 06:56 pm,85-68-7,Butyl benzyl phthalate,<0.021,mg/Kg - dry,,1,0.021,SW-8270E,W6783
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,104-51-8,n-Butylbenzene,<0.003,mg/Kg - dry,,1,0.003,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,135-98-8,sec-Butyl benzene,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,98-06-6,tert-Butyl benzene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,75-15-0,Carbon Disulfide,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,56-23-5,Carbon Tetrachloride,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/24/2026 06:56 pm,59-50-7,4-Chloro-3-methylphenol,<0.014,mg/Kg - dry,,1,0.014,SW-8270E,W6783
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/24/2026 06:56 pm,106-47-8,4-Chloroaniline,<0.043,mg/Kg - dry,,1,0.043,SW-8270E,W6783
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,108-90-7,Chlorobenzene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,124-48-1,Chlorodibromomethane,<0.0008,mg/Kg - dry,,1,0.0008,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,75-00-3,Chloroethane,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,67-66-3,Chloroform,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,74-87-3,Chloromethane,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/24/2026 06:56 pm,91-58-7,2-Chloronaphthalene,<0.016,mg/Kg - dry,,1,0.016,SW-8270E,W6783
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/24/2026 06:56 pm,95-57-8,2-Chlorophenol,<0.014,mg/Kg - dry,,1,0.014,SW-8270E,W6783
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/24/2026 06:56 pm,7005-72-3,4-Chlorophenyl phenyl ether,<0.017,mg/Kg - dry,,1,0.017,SW-8270E,W6783
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,95-49-8,2-Chlorotoluene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,106-43-4,4-Chlorotoluene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/24/2026 06:56 pm,218-01-9,Chrysene,0.079,mg/Kg - dry,J,1,0.017,SW-8270E,W6783
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,108-20-3,Di-Isopropyl Ether (DIPE),<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/24/2026 06:56 pm,53-70-3,Dibenz(ah)anthracene,<0.030,mg/Kg - dry,,1,0.030,SW-8270E,W6783
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/24/2026 06:56 pm,132-64-9,Dibenzofuran,0.087,mg/Kg - dry,J,1,0.016,SW-8270E,W6783
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,96-12-8,12-Dibromo-3-Chloropropane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,106-93-4,12-Dibromoethane,<0.0007,mg/Kg - dry,,1,0.0007,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,74-95-3,Dibromomethane,<0.0008,mg/Kg - dry,,1,0.0008,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,95-50-1,12-Dichlorobenzene,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/24/2026 06:56 pm,95-50-1,12-Dichlorobenzene,<0.015,mg/Kg - dry,,1,0.015,SW-8270E,W6783
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,541-73-1,13-Dichlorobenzene,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/24/2026 06:56 pm,541-73-1,13-Dichlorobenzene,<0.015,mg/Kg - dry,,1,0.015,SW-8270E,W6783
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,106-46-7,14-Dichlorobenzene,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/24/2026 06:56 pm,106-46-7,14-Dichlorobenzene,<0.014,mg/Kg - dry,,1,0.014,SW-8270E,W6783
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,75-71-8,Dichlorodifluoromethane,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/24/2026 06:56 pm,91-94-1,33-Dichlorobenzidine,<0.296,mg/Kg - dry,,1,0.296,SW-8270E,W6783
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,75-34-3,11-Dichloroethane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,107-06-2,12-Dichloroethane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,75-35-4,11-Dichloroethene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,156-59-2,cis-12-Dichloroethene,0.003,mg/Kg - dry,J,1,0.0010,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,156-60-5,trans-12-Dichloroethene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/24/2026 06:56 pm,120-83-2,24-Dichlorophenol,<0.015,mg/Kg - dry,,1,0.015,SW-8270E,W6783
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,78-87-5,12-Dichloropropane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,142-28-9,13-Dichloropropane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-8 (4-6),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90165,Solids,02/16/2026 11:59 am,02/17/2026 05:02 pm,,02/23/2026 05:42 pm,594-20-7,22-Dichloropropane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
